;baseMean;log2FoldChange;lfcSE;pvalue;padj;symbol;entrez
ENSG00000252244;0.564356689;0.020339156;0.30904078;0.596211359;NA;NA;NA
ENSG00000170545;147.6162961;-0.068518996;0.147465262;0.59623448;0.798254865;SMAGP;57228
ENSG00000164073;252.5712738;0.062801942;0.131041746;0.596286023;0.798254865;MFSD8;256471
ENSG00000115194;5.174254471;0.056388155;0.294111353;0.596317767;0.798254865;SLC30A3;7781
ENSG00000233081;2.536104681;0.038100698;0.302867718;0.596374069;NA;NA;NA
ENSG00000214855;1.656988187;-0.026312787;0.305975281;0.596394109;NA;APOC1P1;342
ENSG00000189114;192.4541085;0.068215865;0.145797984;0.596406241;0.79831391;BLOC1S3;388552
ENSG00000152487;8.506924246;-0.065432009;0.285127065;0.596517243;0.798379027;NA;NA
ENSG00000146109;247.6269638;0.063296569;0.132139104;0.596633915;0.798379027;ABT1;29777
ENSG00000108264;247.1989637;0.06089871;0.123873938;0.596637927;0.798379027;NA;NA
ENSG00000136463;237.2892455;-0.063363484;0.133268458;0.596652341;0.798379027;TACO1;51204
ENSG00000156650;1782.170183;-0.049371509;0.096723878;0.596676734;0.798379027;KAT6B;23522
ENSG00000153404;0.648518118;-0.017109615;0.308882107;0.596717898;NA;PLEKHG4B;153478
ENSG00000224117;0.648518118;-0.017109615;0.308882107;0.596717898;NA;NA;NA
ENSG00000265222;0.648518118;-0.017109615;0.308882107;0.596717898;NA;NA;NA
ENSG00000235370;22.92328417;-0.078681875;0.25705656;0.596764892;0.798405294;NA;NA
ENSG00000261659;9.838093853;-0.064644978;0.284225148;0.596785106;0.798405294;NA;NA
ENSG00000187786;5.917501359;0.052608567;0.295145022;0.596919118;0.79852521;NA;NA
ENSG00000272824;1.886385493;0.029154191;0.305182848;0.596984551;NA;NA;NA
ENSG00000261708;2.316108954;-0.038085836;0.302755405;0.596994447;NA;NA;NA
ENSG00000242588;204.4227433;-0.066452359;0.142920552;0.597048179;0.798587551;NA;NA
ENSG00000254433;6.011708817;-0.053324327;0.29477178;0.597054481;0.798587551;NA;NA
ENSG00000214650;0.618464172;-0.020835284;0.309009345;0.597101619;NA;NA;NA
ENSG00000223714;0.618464172;-0.020835284;0.309009345;0.597101619;NA;LINC02601;105373185
ENSG00000251564;0.618464172;-0.020835284;0.309009345;0.597101619;NA;NA;NA
ENSG00000139350;454.3046242;0.053161991;0.106786492;0.597122627;0.798595514;NEDD1;121441
ENSG00000246889;15.77939424;-0.075880471;0.266306512;0.597149196;0.798595514;NA;NA
ENSG00000243234;0.930986049;-0.019174955;0.308733958;0.597203759;NA;NA;NA
ENSG00000141294;16.14890273;0.076875062;0.265386375;0.597365228;0.798825054;LRRC46;90506
ENSG00000224048;1.519624932;-0.020189917;0.307290412;0.597436472;NA;LINC02612;101929282
ENSG00000183647;45.00799755;-0.081849081;0.231642583;0.597446748;0.798874696;ZNF530;348327
ENSG00000174196;1065.555499;0.055284579;0.111985724;0.597508577;0.798898004;NA;NA
ENSG00000247728;5.924362599;-0.058990543;0.291490983;0.597681886;0.79904219;NA;NA
ENSG00000164309;506.168627;-0.067062488;0.143668417;0.597705228;0.79904219;CMYA5;202333
ENSG00000224781;3.689181602;-0.048846729;0.298464813;0.597729047;NA;NA;NA
ENSG00000260219;6.418107386;-0.056872213;0.29256332;0.597759045;0.799054769;CD2BP2-DT;101928707
ENSG00000271032;3.857908725;-0.046606916;0.298983007;0.597815973;NA;NA;NA
ENSG00000149716;360.5294936;0.054767101;0.112338643;0.597887519;0.799095044;LTO1;220064
ENSG00000273091;2.128073755;0.026653041;0.305061346;0.597890133;NA;NA;NA
ENSG00000118004;0.861433861;-0.020445642;0.30782964;0.597894209;NA;COLEC11;78989
ENSG00000227262;2.144199227;0.017804933;0.307389709;0.597905362;NA;NA;NA
ENSG00000207181;1.225759351;-0.022923996;0.30656775;0.597916963;NA;SNORA14B;677802
ENSG00000183032;5.95241448;0.053653907;0.294793563;0.597930685;0.799095044;SLC25A21;89874
ENSG00000172264;46.93927409;-0.082064707;0.226561644;0.597993437;0.799095044;MACROD2;140733
ENSG00000266824;1.031960406;0.021337237;0.30863536;0.598017884;NA;NA;NA
ENSG00000197363;214.2898658;0.06337135;0.131821533;0.598023835;0.799095044;ZNF517;340385
ENSG00000127903;4.757808814;-0.042444833;0.299737447;0.59802493;0.799095044;ZNF835;90485
ENSG00000164296;144.1395228;0.070543321;0.154859087;0.598055627;0.799095044;TIGD6;81789
ENSG00000067601;22.42076848;-0.079681024;0.253083184;0.598158462;0.799173105;PMS2P4;5382
ENSG00000088356;219.6461039;0.062785366;0.131484865;0.598269232;0.79919069;PDRG1;81572
ENSG00000231611;8.02971574;0.065988943;0.286224165;0.598306901;0.79919069;NA;NA
ENSG00000272129;5.624691189;0.057223875;0.292731232;0.598396479;0.79919069;NA;NA
ENSG00000231407;19.82977597;0.07764077;0.261175981;0.598400738;0.79919069;NA;NA
ENSG00000245573;44.96202582;-0.081941383;0.211282722;0.598421844;0.79919069;BDNF-AS;497258
ENSG00000243307;1.540271822;-0.020139602;0.308815849;0.5984227;NA;NA;NA
ENSG00000081853;190.2217155;-0.066407776;0.141729187;0.598438111;0.79919069;PCDHGA2;56113
ENSG00000183260;45.1692718;-0.081959778;0.225285697;0.598647124;0.799363532;ABHD16B;140701
ENSG00000207425;16.97075748;0.074360982;0.269991232;0.598656383;0.799363532;NA;NA
ENSG00000249252;2.287887415;0.040006595;0.302575575;0.598664632;NA;C1QTNF7-AS1;101929095
ENSG00000174498;0.619220701;-0.012999751;0.309262257;0.598679835;NA;IGDCC3;9543
ENSG00000172508;16.16404756;-0.075538661;0.266300243;0.598751736;0.799431531;CARNS1;57571
ENSG00000229758;0.543997228;0.017763328;0.308851001;0.599058828;NA;NA;NA
ENSG00000248749;0.543997228;0.017763328;0.308851001;0.599058828;NA;NA;NA
ENSG00000162444;0.530218401;-0.013200645;0.309283793;0.599066424;NA;RBP7;116362
ENSG00000213601;0.530218401;-0.013200645;0.309283793;0.599066424;NA;NA;NA
ENSG00000221539;1.616411735;0.029004547;0.30510752;0.599074939;NA;SNORD99;692212
ENSG00000174059;93.23274425;-0.077418399;0.246120533;0.599173178;0.799880986;CD34;947
ENSG00000055950;540.7659284;-0.055636817;0.114434709;0.599177271;0.799880986;MRPL43;84545
ENSG00000230177;5.120181279;0.048054726;0.29756216;0.599257275;0.799898139;NA;NA
ENSG00000253426;0.881381708;-0.014589609;0.30757965;0.599271503;NA;NA;NA
ENSG00000225282;2.00073342;-0.035344481;0.304271704;0.599325973;NA;NA;NA
ENSG00000227438;13.84231434;-0.062965258;0.284078023;0.599327099;0.799898139;NA;NA
ENSG00000268838;1.619223896;-0.026607248;0.306544479;0.599327537;NA;NA;NA
ENSG00000068724;934.7205784;-0.046445302;0.093352844;0.599384241;0.799898139;TTC7A;57217
ENSG00000005075;817.8824318;0.050542218;0.102726444;0.599385828;0.799898139;POLR2J;5439
ENSG00000234912;42.06256279;0.082639784;0.222618038;0.599412388;0.799898139;SNHG20;654434
ENSG00000236366;0.530381711;-0.012970868;0.309267469;0.599462144;NA;LOC153910;153910
ENSG00000250770;0.530381711;-0.012970868;0.309267469;0.599462144;NA;NA;NA
ENSG00000251288;1.33060328;-0.031029245;0.306944247;0.599543971;NA;NA;NA
ENSG00000165794;0.639082987;-0.018390584;0.308806067;0.599567152;NA;SLC39A2;29986
ENSG00000261821;0.639082987;-0.018390584;0.308806067;0.599567152;NA;NA;NA
ENSG00000271670;8.350290705;-0.064790482;0.285184049;0.599567576;0.799994431;NA;NA
ENSG00000203815;18.88765438;0.078156515;0.259551405;0.599573463;0.799994431;NA;NA
ENSG00000103522;0.957345935;-0.023060818;0.307013822;0.599577265;NA;IL21R;50615
ENSG00000249156;2.092244617;0.012217715;0.30930351;0.599602441;NA;NA;NA
ENSG00000174521;0.866596405;0.018108546;0.309160571;0.599659335;NA;TTC9B;148014
ENSG00000179399;0.521524023;0.017120817;0.308858042;0.599667699;NA;GPC5;2262
ENSG00000188394;0.521524023;0.017120817;0.308858042;0.599667699;NA;NA;NA
ENSG00000227627;0.521524023;0.017120817;0.308858042;0.599667699;NA;NA;NA
ENSG00000234396;0.521524023;0.017120817;0.308858042;0.599667699;NA;NA;NA
ENSG00000268199;0.521524023;0.017120817;0.308858042;0.599667699;NA;NA;NA
ENSG00000176153;1.896297523;0.027888683;0.304984382;0.599692484;NA;GPX2;2877
ENSG00000238207;6.082856341;-0.054768901;0.293720048;0.599747782;0.800167687;NA;NA
ENSG00000272491;2.229472467;0.024188916;0.305684715;0.599789436;NA;NA;NA
ENSG00000224367;0.691999711;0.013490238;0.309265296;0.599807805;NA;NA;NA
ENSG00000255270;0.691999711;0.013490238;0.309265296;0.599807805;NA;NA;NA
ENSG00000270343;0.691999711;0.013490238;0.309265296;0.599807805;NA;NA;NA
ENSG00000270510;2.601340881;0.041303624;0.301723736;0.599977009;NA;NA;NA
ENSG00000268731;1.694905537;0.021672391;0.30616839;0.599994503;NA;NA;NA
ENSG00000254398;7.587578457;0.057038238;0.2914634;0.600010369;0.800432775;NA;NA
ENSG00000234268;88.34842196;0.078082672;0.184634174;0.60003544;0.800432775;NA;NA
ENSG00000207133;0.711142766;0.009855977;0.308867779;0.600060156;NA;SNORD116-7;100033419
ENSG00000187999;0.537494687;0.018378701;0.308914768;0.600142438;NA;NA;NA
ENSG00000265801;0.537494687;0.018378701;0.308914768;0.600142438;NA;NA;NA
ENSG00000266126;0.537494687;0.018378701;0.308914768;0.600142438;NA;NA;NA
ENSG00000219693;97.79742231;-0.079338481;0.197983261;0.60015046;0.800526863;NA;NA
ENSG00000213326;1415.233019;-0.049448355;0.087107324;0.600235477;0.800543223;NA;NA
ENSG00000187391;469.8728496;-0.054529763;0.113638846;0.600279966;0.800543223;MAGI2;9863
ENSG00000226284;3.481440166;0.04598248;0.299565145;0.60029514;NA;NA;NA
ENSG00000008128;22.30784012;-0.079466284;0.251071243;0.600312165;0.800543223;CDK11A;728642
ENSG00000197498;424.8441744;0.057247567;0.117774082;0.600359426;0.800543223;RPF2;84154
ENSG00000106459;213.5658445;-0.067732529;0.133840205;0.600385172;0.800543223;NRF1;4899
ENSG00000136867;5.161180973;0.051403225;0.295800122;0.600508025;0.800647704;SLC31A2;1318
ENSG00000066336;1.00126175;-0.021892405;0.307848982;0.600580221;NA;SPI1;6688
ENSG00000222043;2.179892091;0.035067146;0.304012037;0.600630946;NA;NA;NA
ENSG00000179698;9.434115184;0.064990051;0.284416061;0.600643434;0.800768908;WDR97;340390
ENSG00000263219;1.69106899;0.026991962;0.305577533;0.600664584;NA;NA;NA
ENSG00000115944;1471.314948;-0.04147207;0.082330943;0.600945317;0.80111202;COX7A2L;9167
ENSG00000228507;0.915642855;-0.017890509;0.307556493;0.601064749;NA;NA;NA
ENSG00000229367;0.915642855;-0.017890509;0.307556493;0.601064749;NA;NA;NA
ENSG00000240219;1.17919406;0.02738269;0.307944801;0.601097827;NA;NA;NA
ENSG00000264187;2.091429749;-0.035946202;0.303347156;0.601149814;NA;NA;NA
ENSG00000007312;2.078436343;0.018528268;0.306575816;0.601161158;NA;CD79B;974
ENSG00000198093;80.55174123;-0.076411516;0.179399474;0.601214983;0.801412135;ZNF649;65251
ENSG00000261722;0.897611726;-0.015154197;0.307532211;0.601319638;NA;NA;NA
ENSG00000200579;0.916122996;0.016378994;0.307850976;0.601373326;NA;NA;NA
ENSG00000258734;15.76789348;0.074331659;0.268536179;0.601414277;0.801618407;NA;NA
ENSG00000259796;2.180580201;0.031195076;0.304415374;0.601551826;NA;NA;NA
ENSG00000233631;89.44495292;-0.076647561;0.181732812;0.601605478;0.801813863;NA;NA
ENSG00000125826;1396.779085;-0.04141252;0.082720747;0.601737529;0.801855943;RBCK1;10616
ENSG00000233927;3690.021947;-0.048505835;0.103186399;0.601740605;0.801855943;RPS28;6234
ENSG00000137714;229.0155257;0.061761257;0.132538575;0.601770738;0.801855943;FDX1;2230
ENSG00000271847;2.026273191;-0.035253154;0.303682293;0.601801754;NA;NA;NA
ENSG00000181074;1.74638057;-0.030667771;0.304693014;0.601875557;NA;OR52N4;390072
ENSG00000229700;1.239266449;-0.021797479;0.306503809;0.601933315;NA;NA;NA
ENSG00000135828;366.8361038;0.055121862;0.114180906;0.602038616;0.802153488;RNASEL;6041
ENSG00000253729;5645.433186;-0.052526594;0.103943773;0.602128935;0.802214427;PRKDC;5591
ENSG00000119917;829.3910478;-0.063520463;0.152546668;0.60232306;0.802413648;IFIT3;3437
ENSG00000105397;1073.132897;0.051746112;0.105520269;0.602396721;0.802434309;TYK2;7297
ENSG00000250986;0.653149234;0.012831667;0.308839631;0.602435553;NA;NA;NA
ENSG00000063241;359.5189258;-0.059428561;0.123791832;0.602461595;0.802434309;ISOC2;79763
ENSG00000085733;9529.136836;0.036916087;0.070171507;0.602472353;0.802434309;CTTN;2017
ENSG00000270248;0.861597172;-0.018782002;0.307814518;0.602799531;NA;NA;NA
ENSG00000227689;2.475254951;-0.020679665;0.305616702;0.602809048;NA;NA;NA
ENSG00000129295;48.40256084;-0.080663981;0.22061567;0.602895672;0.802938696;LRRC6;23639
ENSG00000263080;4.481706027;-0.049869509;0.296866506;0.60290805;NA;LOC105371083;105371083
ENSG00000166578;27.72201924;-0.079771084;0.245131999;0.602953308;0.802956026;IQCD;115811
ENSG00000158089;28.24325256;0.079707049;0.247520077;0.603005345;0.802965898;GALNT14;79623
ENSG00000199092;0.589110529;-0.020562367;0.309027712;0.603047576;NA;MIR410;574434
ENSG00000260053;0.589110529;-0.020562367;0.309027712;0.603047576;NA;NA;NA
ENSG00000267874;0.589110529;-0.020562367;0.309027712;0.603047576;NA;NA;NA
ENSG00000271474;0.589110529;-0.020562367;0.309027712;0.603047576;NA;NA;NA
ENSG00000241163;2.033544989;-0.024401694;0.305588901;0.603094988;NA;LINC00877;285286
ENSG00000205240;8.539107553;0.064482121;0.28496558;0.603135119;0.803030335;NA;NA
ENSG00000129951;23.38159562;0.077783083;0.257102781;0.603142991;0.803030335;PLPPR3;79948
ENSG00000234913;0.514384231;0.016696457;0.308821557;0.60318477;NA;NA;NA
ENSG00000249850;0.514384231;0.016696457;0.308821557;0.60318477;NA;NA;NA
ENSG00000263829;0.514384231;0.016696457;0.308821557;0.60318477;NA;NA;NA
ENSG00000092850;2.90738471;0.03834151;0.30327358;0.603235795;NA;TEKT2;27285
ENSG00000264968;0.973571102;0.021449493;0.307840814;0.60324082;NA;NA;NA
ENSG00000273013;0.973571102;0.021449493;0.307840814;0.60324082;NA;NA;NA
ENSG00000255847;0.788824889;-0.020018456;0.307960881;0.603241184;NA;NA;NA
ENSG00000207445;0.962843075;0.01775337;0.307320975;0.603322717;NA;SNORD15B;114599
ENSG00000247473;1.417496679;-0.032800025;0.306455997;0.603345841;NA;CARS-AS1;100852407
ENSG00000270808;3.326309986;0.044572419;0.300004737;0.603354778;NA;NA;NA
ENSG00000273008;12.66915449;-0.071393392;0.27327382;0.603394413;0.803305643;NA;NA
ENSG00000230612;1.322591265;-0.029078204;0.305377156;0.603461881;NA;NA;NA
ENSG00000159763;1.449088078;0.021399377;0.30870912;0.603491165;NA;PIP;5304
ENSG00000171566;1194.307598;0.041744472;0.084924422;0.603517167;0.803364718;PLRG1;5356
ENSG00000177842;13.00316232;0.06782442;0.278524766;0.603539433;0.803364718;ZNF620;253639
ENSG00000213212;2.398628259;0.033911728;0.303378127;0.603570745;NA;NA;NA
ENSG00000226015;25.87288887;0.080683119;0.243653241;0.603572725;0.803364718;NA;NA
ENSG00000213557;0.818812201;0.021147703;0.308032698;0.603614248;NA;NA;NA
ENSG00000123473;95.84945946;-0.076007373;0.181282513;0.603754942;0.803547813;STIL;6491
ENSG00000258285;0.944357536;0.011682126;0.308037458;0.603780216;NA;NA;NA
ENSG00000237813;2.539309354;0.034601056;0.30336061;0.603830619;NA;NA;NA
ENSG00000267253;1.48305142;-0.026288938;0.30560552;0.603862019;NA;NA;NA
ENSG00000257198;1.796364078;-0.034875674;0.303743886;0.603937101;NA;NA;NA
ENSG00000255670;2.750660118;0.042262836;0.30106901;0.604000407;NA;NA;NA
ENSG00000172005;1.238758233;-0.015885729;0.308063123;0.604029851;NA;MAL;4118
ENSG00000225486;1.071259804;-0.022185344;0.306838832;0.604093193;NA;NA;NA
ENSG00000228852;8.421051562;-0.062989464;0.285346229;0.604098718;0.803945887;NA;NA
ENSG00000224863;0.562159729;-0.013141234;0.309264239;0.604121471;NA;LINC01398;101929651
ENSG00000137815;1535.795314;-0.041062061;0.079694434;0.604191483;0.803951383;RTF1;23168
ENSG00000183475;347.1458764;0.058888922;0.125443184;0.604192206;0.803951383;ASB7;140460
ENSG00000180211;15.88800309;0.07517904;0.265986812;0.604242573;0.803958952;NA;NA
ENSG00000124731;0.969926641;0.012920861;0.308606341;0.604256219;NA;TREM1;54210
ENSG00000187229;0.851679567;0.017401151;0.309075805;0.604488723;NA;NA;NA
ENSG00000152804;336.9660779;-0.073149943;0.176725683;0.604519799;0.804268337;HHEX;3087
ENSG00000183682;3.561520845;-0.046507404;0.298712488;0.604676369;NA;BMP8A;353500
ENSG00000172425;1.997507202;-0.032071051;0.304231227;0.604684284;NA;TTC36;143941
ENSG00000240322;1.136864144;-0.028662587;0.306870023;0.604831432;NA;NA;NA
ENSG00000254609;0.887002967;-0.025414207;0.307258533;0.604864583;NA;NA;NA
ENSG00000239280;1.459681882;0.021566745;0.30738484;0.60493609;NA;NA;NA
ENSG00000270277;2.336735227;0.036671879;0.302872379;0.604956847;NA;NA;NA
ENSG00000167981;30.22182656;-0.079937631;0.240737854;0.604978481;0.804819073;ZNF597;146434
ENSG00000251402;4.954005687;-0.044745623;0.298351861;0.605025509;0.804822134;NA;NA
ENSG00000224473;0.93225697;0.017726039;0.307785068;0.605080983;NA;NA;NA
ENSG00000120075;71.73123627;-0.07923543;0.204278446;0.605119091;0.804887117;HOXB5;3215
ENSG00000232470;4.203952266;-0.046718585;0.297577974;0.605217289;NA;NA;NA
ENSG00000008018;1520.215661;0.040805472;0.081122466;0.605248605;0.804951552;PSMB1;5689
ENSG00000267381;24.32794678;-0.07826146;0.251407956;0.605257002;0.804951552;NA;NA
ENSG00000260625;1.905596803;-0.031302223;0.304258521;0.60526867;NA;NA;NA
ENSG00000103495;164.4493978;-0.067675277;0.1502046;0.605328014;0.804986497;MAZ;4150
ENSG00000236184;3.445125116;-0.038442073;0.301640308;0.605377765;NA;NA;NA
ENSG00000241095;18.162135;-0.073166351;0.266609985;0.605459688;0.805102101;NA;NA
ENSG00000234338;10.83850803;-0.067749988;0.278942025;0.605592957;0.805185917;NA;NA
ENSG00000115073;843.6328225;0.046999178;0.098756115;0.605612215;0.805185917;ACTR1B;10120
ENSG00000096996;0.860304276;-0.022867038;0.30878064;0.605700189;NA;IL12RB1;3594
ENSG00000228008;0.860304276;-0.022867038;0.30878064;0.605700189;NA;NA;NA
ENSG00000255098;0.618300862;-0.018758671;0.308839017;0.605776995;NA;NA;NA
ENSG00000259293;0.618300862;-0.018758671;0.308839017;0.605776995;NA;LIPC-AS1;101928694
ENSG00000259540;0.618300862;-0.018758671;0.308839017;0.605776995;NA;LOC102723335;102723335
ENSG00000253175;0.586359534;-0.018321984;0.308891641;0.605798467;NA;NA;NA
ENSG00000226789;2.392543541;0.036187165;0.302919773;0.605815668;NA;NA;NA
ENSG00000179476;164.4556773;0.067296599;0.150467081;0.605856911;0.805451736;C14orf28;122525
ENSG00000145912;284.8947466;-0.063084805;0.138984529;0.60595778;0.805487729;NHP2;55651
ENSG00000123374;212.9650414;0.064750491;0.142287749;0.605973512;0.805487729;CDK2;1017
ENSG00000270332;2.880544652;0.044292177;0.300521953;0.606218418;NA;SMC2-AS1;101928550
ENSG00000127993;221.5844642;0.064015286;0.138379777;0.606256553;0.805804432;RBM48;84060
ENSG00000270061;4.297426523;-0.043022279;0.299353734;0.606302615;NA;NA;NA
ENSG00000106682;6080.274884;0.038481334;0.07725655;0.60630948;0.805815258;EIF4H;7458
ENSG00000261156;0.575468197;-0.020451517;0.309024725;0.60663031;NA;LINC01989;101927239
ENSG00000143622;352.1890608;-0.056240481;0.117582744;0.606640769;0.806196011;RIT1;6016
ENSG00000002746;108.4423592;0.073102592;0.169511413;0.606742119;0.806271153;HECW1;23072
ENSG00000261193;0.934341304;-0.025997653;0.308967401;0.606744872;NA;NA;NA
ENSG00000180228;522.314185;0.047647689;0.10093233;0.606857788;0.806332757;PRKRA;8575
ENSG00000273097;2.677202232;0.033405605;0.303333974;0.606883602;NA;NA;NA
ENSG00000236111;1.81037158;-0.019889928;0.306897258;0.606890334;NA;NA;NA
ENSG00000103932;499.8288039;0.055245184;0.115663061;0.606914903;0.806332757;RPAP1;26015
ENSG00000198556;110.0344806;0.073241552;0.170551282;0.606922911;0.806332757;ZNF789;285989
ENSG00000237461;1.674405267;0.031597905;0.304597627;0.606948108;NA;LOC101928438;101928438
ENSG00000231816;1.224945346;-0.033197331;0.30753483;0.607023849;NA;NA;NA
ENSG00000232656;0.625603965;-0.022938356;0.309156127;0.607161697;NA;IDI2-AS1;55853
ENSG00000255192;0.625603965;-0.022938356;0.309156127;0.607161697;NA;NANOGP8;388112
ENSG00000228960;224.6992768;0.06291886;0.135260043;0.60716667;0.806597052;NA;NA
ENSG00000227165;0.521360713;0.01907625;0.308977867;0.607252078;NA;WDR11-AS1;283089
ENSG00000267147;0.521360713;0.01907625;0.308977867;0.607252078;NA;LINC01842;101928845
ENSG00000270898;0.521360713;0.01907625;0.308977867;0.607252078;NA;NA;NA
ENSG00000271511;0.521360713;0.01907625;0.308977867;0.607252078;NA;NA;NA
ENSG00000142224;0.970056959;0.016677944;0.308780831;0.607276717;NA;IL19;29949
ENSG00000241416;0.579856994;-0.017459427;0.308830514;0.607371876;NA;NA;NA
ENSG00000251497;0.579856994;-0.017459427;0.308830514;0.607371876;NA;PITPNM2-AS1;100507091
ENSG00000269753;0.579856994;-0.017459427;0.308830514;0.607371876;NA;NA;NA
ENSG00000273336;0.579856994;-0.017459427;0.308830514;0.607371876;NA;NA;NA
ENSG00000138413;1542.444282;-0.041398906;0.084067987;0.607426748;0.80674868;IDH1;3417
ENSG00000118600;230.6054126;0.067288549;0.149182037;0.607439;0.80674868;RXYLT1;10329
ENSG00000198804;257817.4244;0.046852778;0.095758571;0.607440161;0.80674868;COX1;4512
ENSG00000163481;296.762349;0.055193349;0.11920058;0.607462446;0.80674868;RNF25;64320
ENSG00000206625;4.082090055;-0.046464133;0.298092027;0.607473719;NA;RNU6-1;26827
ENSG00000167536;21.70119192;0.077540114;0.254541833;0.60750498;0.80674868;DHRS13;147015
ENSG00000159387;1.348319366;0.018306424;0.307971132;0.607675266;NA;IRX6;79190
ENSG00000249868;85.4453301;-0.079237102;0.214583301;0.607727224;0.806910023;NA;NA
ENSG00000224481;0.938759511;0.017239011;0.307709753;0.607731646;NA;NA;NA
ENSG00000108958;240.4963157;0.059605858;0.126656793;0.607742445;0.806910023;NA;NA
ENSG00000174442;222.6462519;0.062233869;0.134141972;0.607761006;0.806910023;ZWILCH;55055
ENSG00000145113;3.39217117;-0.043063095;0.300381281;0.607776442;NA;MUC4;4585
ENSG00000218265;1.54611155;-0.035197059;0.305214976;0.607798437;NA;NA;NA
ENSG00000116863;368.7614882;0.0568301;0.118472098;0.607841483;0.806957329;ADPRHL2;54936
ENSG00000232389;5.627733205;-0.054671844;0.293038231;0.607932239;0.807018274;NA;NA
ENSG00000118816;4931.168907;0.050625843;0.1112696;0.607997482;0.807045345;CCNI;10983
ENSG00000212951;4.069090632;-0.0378463;0.301206336;0.608069556;NA;NA;NA
ENSG00000175911;28.60681847;0.079454854;0.244143075;0.608099326;0.80708049;NA;NA
ENSG00000198373;539.657323;0.054302208;0.112662107;0.608171562;0.80708049;WWP2;11060
ENSG00000196966;11.93977158;0.063223118;0.282900354;0.608175139;0.80708049;NA;NA
ENSG00000166169;372.7298532;-0.05236871;0.112033742;0.608204771;0.80708049;POLL;27343
ENSG00000172590;350.0340802;-0.05639714;0.118068702;0.608259202;0.80708049;MRPL52;122704
ENSG00000260233;11.35671179;-0.06338138;0.282618096;0.608312797;0.80708049;NA;NA
ENSG00000219553;1.42069904;0.014985599;0.307105178;0.608335057;NA;NA;NA
ENSG00000107262;593.675061;0.052925445;0.110554776;0.608382303;0.80708049;BAG1;573
ENSG00000008988;10815.3578;-0.036343343;0.071329037;0.608382781;0.80708049;RPS20;6224
ENSG00000271976;91.17391285;-0.07419809;0.178242389;0.608541019;0.807124489;NA;NA
ENSG00000170959;1.699322418;-0.034489343;0.303925465;0.608555556;NA;DCDC1;341019
ENSG00000226259;499.4477461;0.052082901;0.10837798;0.608555978;0.807124489;NA;NA
ENSG00000153107;1107.714944;0.044501488;0.090935944;0.608586381;0.807124489;ANAPC1;64682
ENSG00000267127;9.730650626;-0.05823051;0.288316069;0.608595369;0.807124489;NA;NA
ENSG00000215097;2.711563651;0.031207484;0.303880827;0.608679946;NA;NA;NA
ENSG00000185010;233.957619;-0.062182995;0.132463202;0.608839482;0.807388728;F8;2157
ENSG00000164144;719.7384225;-0.047963432;0.09925143;0.60892321;0.807397232;ARFIP1;27236
ENSG00000124920;20.39087835;0.077315748;0.255075003;0.608939914;0.807397232;MYRF;745
ENSG00000182484;112.7409448;0.075571711;0.185071077;0.608980506;0.807397232;NA;NA
ENSG00000200742;1.144210099;0.022392378;0.308598646;0.609138439;NA;NA;NA
ENSG00000262484;1.144210099;0.022392378;0.308598646;0.609138439;NA;CCER2;643669
ENSG00000253408;0.971062779;-0.021908538;0.307718145;0.609258995;NA;NA;NA
ENSG00000233597;2.89088617;0.037607045;0.302696208;0.609384547;NA;NA;NA
ENSG00000158683;3.679629101;-0.044517582;0.299250259;0.609416591;NA;PKD1L1;168507
ENSG00000255052;37.49800998;-0.077255801;0.247350233;0.609499376;0.807965669;LOC112268389;112268389
ENSG00000256663;21.21167443;-0.067551522;0.27244992;0.60952372;0.807965669;NA;NA
ENSG00000253250;49.50742207;-0.079427579;0.215629929;0.609543956;0.807965669;C8orf88;100127983
ENSG00000259614;2.076331835;0.028708634;0.304715404;0.609593127;NA;NA;NA
ENSG00000262115;1.684194544;-0.034088431;0.305254685;0.609760627;NA;NA;NA
ENSG00000163935;96.76802639;-0.072419635;0.170412766;0.609782882;0.808154611;SFMBT1;51460
ENSG00000174276;55.45396618;0.078791328;0.201063173;0.609845443;0.808154611;ZNHIT2;741
ENSG00000249755;1.583892964;-0.02123709;0.306163007;0.609861609;NA;NA;NA
ENSG00000262049;16.66510131;0.07312582;0.266932587;0.609864455;0.808154611;NA;NA
ENSG00000115526;162.1092149;-0.064985422;0.147568932;0.609866148;0.808154611;CHST10;9486
ENSG00000224905;6.024295536;0.055623426;0.291968152;0.609990817;0.808253358;NA;NA
ENSG00000228028;1.860962919;0.030778238;0.30680517;0.610012765;NA;NA;NA
ENSG00000205584;2.162219865;0.03294155;0.303985343;0.610024526;NA;NA;NA
ENSG00000067048;1063.847301;0.059077606;0.130398931;0.610030502;0.808253358;DDX3Y;8653
ENSG00000242770;0.550560836;-0.015656795;0.308830288;0.610141189;NA;NA;NA
ENSG00000213188;0.465518125;0.012868192;0.309239655;0.610174143;NA;NA;NA
ENSG00000253197;0.465518125;0.012868192;0.309239655;0.610174143;NA;NA;NA
ENSG00000259402;0.465518125;0.012868192;0.309239655;0.610174143;NA;NA;NA
ENSG00000265293;0.465518125;0.012868192;0.309239655;0.610174143;NA;NA;NA
ENSG00000079263;26.09937222;-0.077808873;0.247466536;0.61018829;0.808355526;SP140;11262
ENSG00000232442;26.42302724;-0.078564167;0.243943523;0.610197461;0.808355526;MHENCR;100505771
