;baseMean;log2FoldChange;lfcSE;pvalue;padj;symbol;entrez
ENSG00000172985;799.8990583;0.870765763;0.098988757;1.57E-19;1.01E-17;SH3RF3;344558
ENSG00000157110;2970.4551;0.878502104;0.099814493;1.64E-19;1.05E-17;RBPMS;11030
ENSG00000138074;435.9425928;1.181058915;0.134984259;1.67E-19;1.07E-17;SLC5A6;8884
ENSG00000109654;1280.000841;-0.849469377;0.097530302;1.68E-19;1.07E-17;TRIM2;23321
ENSG00000152779;45.68033529;4.020331148;0.46060468;1.90E-19;1.21E-17;SLC16A12;387700
ENSG00000179593;67.24304764;10.97014577;2.918139102;1.97E-19;1.25E-17;ALOX15B;247
ENSG00000162545;6269.078904;0.795857686;0.090542305;2.04E-19;1.29E-17;CAMK2N1;55450
ENSG00000074590;412.6395467;1.329191275;0.153242346;2.39E-19;1.50E-17;NUAK1;9891
ENSG00000137767;879.7873467;1.011599966;0.116047386;2.50E-19;1.57E-17;SQOR;58472
ENSG00000197769;134.6453394;2.389114217;0.278305169;2.56E-19;1.60E-17;MAP1LC3C;440738
ENSG00000168556;382.0180823;1.249209577;0.143845541;2.71E-19;1.68E-17;ING2;3622
ENSG00000139329;13692.82594;-0.874419723;0.100278561;3.04E-19;1.88E-17;LUM;4060
ENSG00000019995;2078.387554;0.910088682;0.104310328;3.16E-19;1.95E-17;ZRANB1;54764
ENSG00000139567;871.0966948;0.835910371;0.095579559;4.28E-19;2.64E-17;ACVRL1;94
ENSG00000182718;25279.2259;0.654298886;0.074927976;4.60E-19;2.83E-17;ANXA2;302
ENSG00000103064;780.7657078;1.367078941;0.159862172;5.23E-19;3.20E-17;SLC7A6;9057
ENSG00000075213;714.2985494;-1.179868208;0.137236557;5.46E-19;3.33E-17;SEMA3A;10371
ENSG00000131080;1123.671119;-0.928294638;0.107442714;5.75E-19;3.49E-17;EDA2R;60401
ENSG00000076513;6210.576433;0.677119379;0.077848457;6.67E-19;4.04E-17;ANKRD13A;88455
ENSG00000146411;762.9668443;-0.899160855;0.104219759;6.88E-19;4.15E-17;SLC2A12;154091
ENSG00000187239;1852.063748;0.812761604;0.093979358;6.99E-19;4.21E-17;FNBP1;23048
ENSG00000143507;318.9489516;-1.158095959;0.134761072;7.14E-19;4.28E-17;DUSP10;11221
ENSG00000169926;2077.741168;0.882724388;0.102443733;7.19E-19;4.30E-17;KLF13;51621
ENSG00000135048;940.0873509;0.873048547;0.101162433;7.62E-19;4.54E-17;CEMIP2;23670
ENSG00000144724;3000.690699;0.912462825;0.106049025;7.88E-19;4.68E-17;PTPRG;5793
ENSG00000070882;1106.505196;-1.078092519;0.125910837;8.19E-19;4.85E-17;OSBPL3;26031
ENSG00000135069;724.5881926;-1.266879694;0.148569241;8.22E-19;4.85E-17;PSAT1;29968
ENSG00000126785;672.6211556;-1.187875496;0.138930092;8.28E-19;4.87E-17;RHOJ;57381
ENSG00000134871;4201.993926;0.871146938;0.101246277;9.49E-19;5.56E-17;COL4A2;1284
ENSG00000170989;241.9282002;-1.449629222;0.170169349;9.57E-19;5.59E-17;S1PR1;1901
ENSG00000107968;536.6595567;1.107677322;0.129592771;1.01E-18;5.91E-17;MAP3K8;1326
ENSG00000183876;193.7112451;-1.645121441;0.193721699;1.03E-18;5.98E-17;ARSI;340075
ENSG00000116194;237.0441051;1.892010881;0.225338546;1.39E-18;8.05E-17;ANGPTL1;9068
ENSG00000132155;2810.678796;0.771913573;0.090169966;1.53E-18;8.80E-17;RAF1;5894
ENSG00000111728;193.4143956;-1.489972497;0.176088588;1.64E-18;9.44E-17;ST8SIA1;6489
ENSG00000183496;171.5268215;-1.671298397;0.198424847;1.77E-18;1.02E-16;MEX3B;84206
ENSG00000158246;70.30280275;2.291597963;0.272572368;2.14E-18;1.22E-16;TENT5B;115572
ENSG00000186575;2624.002233;0.992710462;0.117340333;2.17E-18;1.24E-16;NF2;4771
ENSG00000182580;426.1253016;-1.482023125;0.176953573;2.20E-18;1.25E-16;EPHB3;2049
ENSG00000196230;7908.129603;-1.156616497;0.137704121;2.31E-18;1.31E-16;TUBB;203068
ENSG00000145632;523.6775331;-0.999411154;0.117865177;2.33E-18;1.31E-16;PLK2;10769
ENSG00000174437;10584.25427;1.307520817;0.156304392;2.48E-18;1.39E-16;ATP2A2;488
ENSG00000151690;939.0784554;0.996186928;0.11794325;2.62E-18;1.47E-16;MFSD6;54842
ENSG00000138385;1817.388445;0.790533617;0.093080293;2.67E-18;1.49E-16;SSB;6741
ENSG00000147526;8587.913815;0.860808952;0.101591409;3.06E-18;1.71E-16;TACC1;6867
ENSG00000120162;60.67079707;2.640103509;0.315059179;3.13E-18;1.74E-16;MOB3B;79817
ENSG00000009413;7584.980977;1.066516352;0.127742279;3.61E-18;2.00E-16;REV3L;5980
ENSG00000268913;72.85705747;2.4601129;0.294673139;3.68E-18;2.03E-16;NA;NA
ENSG00000081803;1171.26473;1.293390011;0.15497591;3.70E-18;2.03E-16;CADPS2;93664
ENSG00000108950;1011.565048;1.065232631;0.12715158;3.96E-18;2.17E-16;FAM20A;54757
ENSG00000198947;1286.096782;0.988507028;0.118150892;4.11E-18;2.25E-16;DMD;1756
ENSG00000219481;2694.150688;-0.716072123;0.084505235;4.24E-18;2.31E-16;NBPF1;55672
ENSG00000067369;1878.402368;-0.745926875;0.088053962;4.36E-18;2.37E-16;TP53BP1;7158
ENSG00000164930;1380.010457;0.941090095;0.112133138;4.85E-18;2.63E-16;FZD6;8323
ENSG00000147576;242.9635841;1.407557361;0.169118688;5.41E-18;2.92E-16;ADHFE1;137872
ENSG00000135821;19611.18218;2.843506463;0.350674515;5.53E-18;2.98E-16;GLUL;2752
ENSG00000051108;2272.419844;0.73263585;0.087290057;6.23E-18;3.35E-16;HERPUD1;9709
ENSG00000164619;553.2699266;-1.492103696;0.181184962;6.26E-18;3.35E-16;BMPER;168667
ENSG00000133110;4035.483305;-1.383299213;0.168261924;6.51E-18;3.48E-16;POSTN;10631
ENSG00000113456;944.8954842;0.812423744;0.096966074;6.90E-18;3.67E-16;RAD1;5810
ENSG00000197301;209.3710498;2.213858326;0.272799666;6.93E-18;3.68E-16;HMGA2-AS1;100129940
ENSG00000161647;166.3415181;1.525654721;0.184347164;7.48E-18;3.96E-16;MPP3;4356
ENSG00000147119;453.2327463;1.49134118;0.181707504;8.06E-18;4.25E-16;CHST7;56548
ENSG00000196411;1152.044604;-0.923866553;0.111553275;8.32E-18;4.38E-16;EPHB4;2050
ENSG00000147883;517.0306215;-1.391877402;0.16893509;8.65E-18;4.54E-16;CDKN2B;1030
ENSG00000188042;1231.976369;-0.784615602;0.093897351;9.03E-18;4.72E-16;ARL4C;10123
ENSG00000087448;907.6588514;1.035152628;0.124905917;9.27E-18;4.84E-16;KLHL42;57542
ENSG00000146373;818.9875638;1.056481411;0.127665024;1.05E-17;5.47E-16;RNF217;154214
ENSG00000143127;265.8138546;3.706895404;0.465830685;1.16E-17;6.01E-16;ITGA10;8515
ENSG00000104756;1778.586676;0.808973129;0.09756174;1.39E-17;7.16E-16;KCTD9;54793
ENSG00000103381;663.1605004;0.908713061;0.110126014;1.62E-17;8.34E-16;CPPED1;55313
ENSG00000168621;218.3485147;1.754581285;0.216126559;1.63E-17;8.40E-16;GDNF;2668
ENSG00000101342;42.90118685;3.974451887;0.487350606;1.99E-17;1.02E-15;TLDC2;140711
ENSG00000101955;4345.768015;0.899079496;0.109403018;2.20E-17;1.12E-15;SRPX;8406
ENSG00000169855;1727.813306;-1.08022733;0.132651847;2.24E-17;1.14E-15;ROBO1;6091
ENSG00000188176;56.14648439;-3.157120801;0.390597593;2.26E-17;1.15E-15;SMTNL2;342527
ENSG00000126861;309.3061564;-1.676591045;0.207189361;2.29E-17;1.16E-15;OMG;4974
ENSG00000099860;368.158032;1.431412662;0.176756617;2.31E-17;1.17E-15;GADD45B;4616
ENSG00000189184;6487.778891;-0.869164525;0.105893449;2.43E-17;1.22E-15;PCDH18;54510
ENSG00000151835;3251.984689;-0.716230745;0.086813268;2.69E-17;1.35E-15;SACS;26278
ENSG00000081377;2308.766973;0.815586736;0.099457326;2.72E-17;1.36E-15;CDC14B;8555
ENSG00000157152;49.94890876;3.363512685;0.417770816;2.85E-17;1.42E-15;SYN2;6854
ENSG00000231991;3051.944329;0.666037132;0.080884247;2.99E-17;1.49E-15;NA;NA
ENSG00000122971;527.21236;0.945564166;0.115789421;3.38E-17;1.68E-15;ACADS;35
ENSG00000123094;1290.056456;0.852337024;0.104257449;3.45E-17;1.71E-15;RASSF8;11228
ENSG00000183508;90.03600528;-2.47375654;0.31056111;3.46E-17;1.71E-15;TENT5C;54855
ENSG00000026950;733.9251008;-0.869309022;0.10653149;3.97E-17;1.96E-15;BTN3A1;11119
ENSG00000272841;114.9034698;-1.9610638;0.243131143;4.41E-17;2.17E-15;NA;NA
ENSG00000149591;7792.464329;1.233864311;0.154430151;6.12E-17;3.00E-15;TAGLN;6876
ENSG00000035403;16756.39359;0.83751576;0.103360113;6.42E-17;3.14E-15;VCL;7414
ENSG00000164050;3515.254887;0.78650719;0.096816139;6.89E-17;3.36E-15;PLXNB1;5364
ENSG00000242265;557.2016276;-0.940917882;0.116718949;7.83E-17;3.81E-15;PEG10;23089
ENSG00000100154;1732.331283;-0.758996973;0.093882541;8.22E-17;3.99E-15;TTC28;23331
ENSG00000067082;3242.409602;1.06236515;0.132660818;8.42E-17;4.07E-15;KLF6;1316
ENSG00000149633;241.8966735;-1.428002221;0.178991622;8.44E-17;4.07E-15;KIAA1755;85449
ENSG00000132530;533.3143285;-0.902028622;0.111853191;8.74E-17;4.21E-15;XAF1;54739
ENSG00000114019;3390.28924;0.900240603;0.112139973;9.66E-17;4.64E-15;AMOTL2;51421
ENSG00000143344;1077.627002;-1.047648841;0.131097222;9.94E-17;4.76E-15;RGL1;23179
ENSG00000170214;201.5764125;3.933522315;0.517038148;1.02E-16;4.86E-15;ADRA1B;147
ENSG00000130066;4098.116706;1.27842535;0.162123957;1.03E-16;4.92E-15;SAT1;6303
ENSG00000113361;2195.055019;-1.188267399;0.149818982;1.13E-16;5.36E-15;CDH6;1004
ENSG00000155962;402.9330784;-1.221484549;0.153715278;1.28E-16;6.06E-15;CLIC2;1193
ENSG00000100626;440.101753;-0.974901288;0.121892217;1.29E-16;6.10E-15;GALNT16;57452
ENSG00000135472;155.8384862;-1.647308762;0.208312347;1.33E-16;6.29E-15;FAIM2;23017
ENSG00000134531;5535.397894;0.932563973;0.116691477;1.45E-16;6.83E-15;EMP1;2012
ENSG00000157510;487.9993133;1.670541824;0.214671201;1.61E-16;7.56E-15;AFAP1L1;134265
ENSG00000135318;4217.572668;-0.864301728;0.108754035;1.66E-16;7.77E-15;NT5E;4907
ENSG00000106772;5663.015117;0.772542794;0.096562951;1.76E-16;8.18E-15;PRUNE2;158471
ENSG00000117758;1738.845433;0.921510598;0.115922945;1.77E-16;8.22E-15;STX12;23673
ENSG00000106034;2427.54991;1.028946231;0.129919344;1.77E-16;8.22E-15;CPED1;79974
ENSG00000154654;1333.941917;-0.774121234;0.097019529;2.00E-16;9.26E-15;NCAM2;4685
ENSG00000049246;196.0301106;-2.139864472;0.277689177;2.05E-16;9.48E-15;PER3;8863
ENSG00000025423;169.2040982;-1.932658578;0.248421706;2.20E-16;1.01E-14;HSD17B6;8630
ENSG00000065809;2255.390533;-0.963279162;0.121945747;2.24E-16;1.03E-14;FAM107B;83641
ENSG00000158292;630.4465444;-0.877540685;0.110490266;2.26E-16;1.03E-14;GPR153;387509
ENSG00000151012;782.3383908;-1.109800634;0.141385277;2.81E-16;1.28E-14;SLC7A11;23657
ENSG00000171793;688.1403153;1.441139758;0.185781689;2.83E-16;1.29E-14;CTPS1;1503
ENSG00000138166;402.1729843;1.194076068;0.152596098;2.95E-16;1.34E-14;DUSP5;1847
ENSG00000153904;3072.529243;1.212902376;0.155410293;3.03E-16;1.37E-14;DDAH1;23576
ENSG00000106809;2574.09618;-0.959522242;0.122476717;3.98E-16;1.80E-14;OGN;4969
ENSG00000157483;2235.281539;0.913622469;0.116509131;4.20E-16;1.90E-14;MYO1E;4643
ENSG00000183801;1368.921905;-1.007183228;0.128877051;4.38E-16;1.97E-14;OLFML1;283298
ENSG00000166963;7035.894372;-0.744444482;0.094744627;5.63E-16;2.53E-14;MAP1A;4130
ENSG00000103647;544.4263273;-1.292415456;0.167363382;6.16E-16;2.76E-14;CORO2B;10391
ENSG00000131016;40295.41601;-0.897512003;0.114668018;6.89E-16;3.07E-14;AKAP12;9590
ENSG00000113389;2568.354163;0.900751132;0.115840964;7.28E-16;3.24E-14;NPR3;4883
ENSG00000133943;538.9009804;-0.864167514;0.110815476;7.69E-16;3.42E-14;DGLUCY;80017
ENSG00000205208;588.2215288;-1.318512288;0.171818544;8.41E-16;3.73E-14;C4orf46;201725
ENSG00000181019;2668.469885;-0.702969967;0.090219737;8.55E-16;3.78E-14;NQO1;1728
ENSG00000141150;151.0819353;1.517091702;0.196907355;8.60E-16;3.79E-14;NA;NA
ENSG00000133816;1756.170692;1.031390671;0.13404387;1.17E-15;5.13E-14;MICAL2;9645
ENSG00000196155;242.4421292;-1.366815025;0.178816489;1.19E-15;5.21E-14;PLEKHG4;25894
ENSG00000162704;2581.280539;0.865192216;0.112132336;1.20E-15;5.25E-14;ARPC5;10092
ENSG00000115993;4937.877201;0.889231782;0.11523749;1.22E-15;5.32E-14;TRAK2;66008
ENSG00000138615;840.3805519;1.308100759;0.172012506;1.26E-15;5.50E-14;CILP;8483
ENSG00000083290;1522.66485;1.105860573;0.144721597;1.32E-15;5.76E-14;ULK2;9706
ENSG00000129682;265.4904379;-1.506446456;0.198255706;1.38E-15;5.99E-14;FGF13;2258
ENSG00000105810;1427.532088;-0.696067873;0.089774654;1.39E-15;5.99E-14;CDK6;1021
ENSG00000124212;10158.33633;-0.646817298;0.083397775;1.58E-15;6.82E-14;PTGIS;5740
ENSG00000118523;11813.40748;1.173509043;0.154617035;1.60E-15;6.89E-14;CCN2;1490
ENSG00000146006;46.80759655;-4.068320494;0.548327798;1.66E-15;7.14E-14;LRRTM2;26045
ENSG00000128165;58.75241365;-2.535441759;0.334535151;1.67E-15;7.14E-14;ADM2;79924
ENSG00000143878;3314.351306;1.17963807;0.155382231;1.79E-15;7.65E-14;RHOB;388
ENSG00000048740;5644.035251;0.904228058;0.118116658;1.81E-15;7.73E-14;CELF2;10659
ENSG00000104321;548.6921877;-1.305220087;0.171752112;1.90E-15;8.07E-14;TRPA1;8989
ENSG00000198795;944.8679961;-0.960067098;0.125658271;1.92E-15;8.15E-14;ZNF521;25925
ENSG00000154310;763.3601617;-1.108489969;0.14608464;2.04E-15;8.62E-14;TNIK;23043
ENSG00000164330;884.9262834;1.077603899;0.14200201;2.21E-15;9.32E-14;EBF1;1879
ENSG00000135862;33937.8194;0.787211665;0.102710412;2.21E-15;9.32E-14;LAMC1;3915
ENSG00000077254;2737.01595;0.860645751;0.113036343;2.40E-15;1.01E-13;USP33;23032
ENSG00000011566;1396.124274;0.787917253;0.102926281;2.53E-15;1.06E-13;MAP4K3;8491
ENSG00000169504;17322.7578;0.755506699;0.098768159;2.75E-15;1.15E-13;CLIC4;25932
ENSG00000245812;181.2527201;1.612943904;0.215036091;2.79E-15;1.16E-13;LINC02202;101927740
ENSG00000171033;245.1539554;-1.274139956;0.168409663;2.80E-15;1.16E-13;PKIA;5569
ENSG00000134294;20597.35463;1.168353155;0.155827406;3.00E-15;1.25E-13;SLC38A2;54407
ENSG00000138669;239.2210634;-1.648086089;0.221070429;3.09E-15;1.28E-13;PRKG2;5593
ENSG00000155324;535.8907738;1.196131257;0.158769166;3.11E-15;1.29E-13;GRAMD2B;65983
ENSG00000187193;37.38312224;3.053417942;0.405773883;3.29E-15;1.36E-13;MT1X;4501
ENSG00000073792;2455.849016;0.771914933;0.10138631;3.61E-15;1.49E-13;IGF2BP2;10644
ENSG00000177570;102.1221051;-1.957385822;0.263952863;4.68E-15;1.92E-13;SAMD12;401474
ENSG00000176971;2618.730349;1.196339899;0.161076881;5.10E-15;2.09E-13;FIBIN;387758
ENSG00000101265;1645.917379;-1.01882738;0.136101496;5.11E-15;2.09E-13;RASSF2;9770
ENSG00000206190;290.8900758;1.272800024;0.170810076;5.24E-15;2.13E-13;ATP10A;57194
ENSG00000133789;3758.959833;0.663214257;0.087184076;5.24E-15;2.13E-13;SWAP70;23075
ENSG00000079691;1509.453092;1.113027064;0.149322928;5.59E-15;2.27E-13;CARMIL1;55604
ENSG00000168890;500.3908403;0.901062976;0.11985098;6.69E-15;2.71E-13;TMEM150A;129303
ENSG00000091136;29112.77356;0.748433782;0.098550147;6.70E-15;2.71E-13;LAMB1;3912
ENSG00000165801;2021.912395;-0.899137398;0.120129657;6.88E-15;2.78E-13;ARHGEF40;55701
ENSG00000168994;1328.007266;1.311714292;0.178085411;7.04E-15;2.83E-13;PXDC1;221749
ENSG00000178723;34.49267375;3.415689664;0.459917728;8.41E-15;3.38E-13;NA;NA
ENSG00000114670;184.343269;-1.220821934;0.164274965;9.12E-15;3.65E-13;NEK11;79858
ENSG00000072163;665.1519535;1.31833696;0.179449005;9.15E-15;3.66E-13;LIMS2;55679
ENSG00000179222;4792.9517;-0.633032;0.084119283;9.52E-15;3.80E-13;MAGED1;9500
ENSG00000049323;20169.90206;0.677983475;0.090364862;9.70E-15;3.86E-13;LTBP1;4052
ENSG00000132622;65.54923653;-2.201301238;0.29905106;9.76E-15;3.88E-13;HSPA12B;116835
ENSG00000128606;1137.046343;-2.310730568;0.322528816;9.91E-15;3.93E-13;LRRC17;10234
ENSG00000213639;3975.424751;1.003954761;0.135478807;1.01E-14;3.99E-13;PPP1CB;5500
ENSG00000135446;1024.262129;-0.768057388;0.102713791;1.03E-14;4.05E-13;CDK4;1019
ENSG00000189058;471.8729099;1.028171535;0.138494333;1.03E-14;4.05E-13;APOD;347
ENSG00000240445;668.8411591;0.978687296;0.132146269;1.17E-14;4.59E-13;FOXO3B;2310
ENSG00000183963;1376.042934;-0.888076867;0.120211456;1.24E-14;4.85E-13;SMTN;6525
ENSG00000162426;168.5971158;1.250936751;0.169580556;1.26E-14;4.91E-13;SLC45A1;50651
ENSG00000106333;5778.43828;-0.596025167;0.079373346;1.26E-14;4.93E-13;PCOLCE;5118
ENSG00000107821;484.0777897;-1.000261946;0.135382496;1.39E-14;5.43E-13;KAZALD1;81621
ENSG00000169047;3604.446306;0.716907509;0.096519962;1.41E-14;5.50E-13;IRS1;3667
ENSG00000150938;10974.78977;1.020859127;0.138971579;1.46E-14;5.68E-13;CRIM1;51232
ENSG00000122786;22796.13523;0.778000757;0.105018067;1.49E-14;5.78E-13;CALD1;800
ENSG00000049540;7125.277342;0.927377527;0.126059768;1.53E-14;5.90E-13;ELN;2006
ENSG00000114450;1067.767006;0.908354721;0.123117404;1.58E-14;6.09E-13;GNB4;59345
ENSG00000125398;566.475839;-1.281139565;0.176191566;1.71E-14;6.57E-13;SOX9;6662
ENSG00000164104;1065.180567;1.201585786;0.165183983;1.71E-14;6.58E-13;HMGB2;3148
ENSG00000164237;585.0449694;-0.872361099;0.11827733;1.76E-14;6.73E-13;CMBL;134147
ENSG00000085117;1911.072971;1.180820711;0.162455655;1.83E-14;6.98E-13;CD82;3732
ENSG00000183570;195.73169;1.61581955;0.222284036;1.88E-14;7.16E-13;PCBP3;54039
ENSG00000196932;68.82898386;-2.014331738;0.276744116;1.97E-14;7.50E-13;TMEM26;219623
ENSG00000183722;3013.238538;0.675989837;0.091075422;2.04E-14;7.76E-13;LHFPL6;10186
ENSG00000107104;1276.714481;1.130094228;0.155634626;2.24E-14;8.50E-13;KANK1;23189
ENSG00000089041;96.75671444;-1.917738316;0.266084936;2.26E-14;8.56E-13;P2RX7;5027
ENSG00000122966;288.894444;-1.497534531;0.207682264;2.27E-14;8.58E-13;CIT;11113
ENSG00000018625;671.4599348;-0.890075327;0.121450718;2.65E-14;9.97E-13;ATP1A2;477
ENSG00000064205;1928.987953;-0.926356024;0.126913986;2.74E-14;1.03E-12;CCN5;8839
ENSG00000016391;92.11144138;-1.937986889;0.269149262;2.77E-14;1.04E-12;CHDH;55349
ENSG00000214944;628.4033187;1.03693786;0.142599972;2.84E-14;1.06E-12;ARHGEF28;64283
ENSG00000158716;158.9794977;1.277805002;0.176032443;2.85E-14;1.07E-12;DUSP23;54935
ENSG00000170759;4439.400977;0.560804938;0.075692352;3.05E-14;1.14E-12;KIF5B;3799
ENSG00000130766;839.4226324;-0.916111779;0.125949149;3.33E-14;1.24E-12;SESN2;83667
ENSG00000068831;97.80861462;1.949983632;0.273476928;3.46E-14;1.28E-12;RASGRP2;10235
ENSG00000205213;387.9180472;-1.057833389;0.145937483;3.49E-14;1.29E-12;LGR4;55366
ENSG00000112576;629.3101085;0.90764146;0.124854559;3.83E-14;1.42E-12;CCND3;896
ENSG00000113460;388.6042123;0.946519434;0.130338425;4.04E-14;1.49E-12;BRIX1;55299
ENSG00000161011;9044.062378;-0.702751691;0.096647283;4.44E-14;1.63E-12;SQSTM1;8878
ENSG00000168610;7845.904388;0.610110077;0.082845871;4.71E-14;1.73E-12;STAT3;6774
ENSG00000172465;395.2794113;1.000516976;0.138540855;4.80E-14;1.76E-12;TCEAL1;9338
ENSG00000143382;3069.101255;0.829093629;0.114522816;4.89E-14;1.79E-12;ADAMTSL4;54507
ENSG00000077063;329.8831723;-1.015951649;0.140907344;4.90E-14;1.79E-12;CTTNBP2;83992
ENSG00000150540;1066.252082;0.882780862;0.122047125;5.03E-14;1.83E-12;HNMT;3176
ENSG00000101608;3572.07547;0.813370181;0.112301629;5.05E-14;1.84E-12;MYL12A;10627
ENSG00000163430;70059.49716;0.874104949;0.121107265;5.09E-14;1.85E-12;FSTL1;11167
ENSG00000112936;1960.694933;3.080529687;0.449543028;5.15E-14;1.86E-12;C7;730
ENSG00000168461;3768.716778;0.948247205;0.131782077;5.16E-14;1.86E-12;RAB31;11031
ENSG00000134684;1227.489435;-0.72461749;0.099811662;5.69E-14;2.05E-12;YARS1;8565
ENSG00000077157;1764.955758;0.871664363;0.121053026;6.02E-14;2.17E-12;PPP1R12B;4660
ENSG00000158122;850.3398662;0.815273173;0.112986355;6.77E-14;2.43E-12;PRXL2C;195827
ENSG00000196616;46331.36573;1.11736543;0.157877453;7.84E-14;2.81E-12;ADH1B;125
ENSG00000187079;8423.288188;0.707265692;0.097972177;8.87E-14;3.17E-12;TEAD1;7003
ENSG00000074410;2891.765862;-0.767274392;0.107209935;8.94E-14;3.19E-12;CA12;771
ENSG00000167460;50201.63939;0.711065869;0.098915689;9.02E-14;3.21E-12;TPM4;7171
ENSG00000197442;1549.298857;0.696466701;0.096516521;9.37E-14;3.33E-12;MAP3K5;4217
ENSG00000167645;624.0690728;1.092298182;0.154771158;1.16E-13;4.11E-12;YIF1B;90522
ENSG00000177426;1029.217446;0.890820605;0.125412196;1.22E-13;4.34E-12;TGIF1;7050
ENSG00000183726;2457.922989;0.675329621;0.09419654;1.29E-13;4.55E-12;TMEM50A;23585
ENSG00000196715;1018.607681;0.687534365;0.096148318;1.40E-13;4.93E-12;VKORC1L1;154807
ENSG00000007237;427.0132188;-1.355396592;0.194806039;1.47E-13;5.17E-12;GAS7;8522
ENSG00000168398;5604.076594;-2.028778343;0.295219754;1.60E-13;5.62E-12;BDKRB2;624
ENSG00000136997;743.8194844;0.819193868;0.115384998;1.62E-13;5.67E-12;MYC;4609
ENSG00000136052;348.2352876;-0.958871745;0.135759382;1.66E-13;5.83E-12;SLC41A2;84102
ENSG00000075240;576.8394958;-1.130758296;0.161964812;1.80E-13;6.29E-12;GRAMD4;23151
ENSG00000273179;167.9199407;-1.469091118;0.21124336;1.90E-13;6.61E-12;NA;NA
ENSG00000169271;82.82966953;2.167138259;0.3147009;1.91E-13;6.64E-12;HSPB3;8988
ENSG00000178209;20319.63732;0.837228829;0.118670418;1.98E-13;6.89E-12;PLEC;5339
ENSG00000164105;538.510216;1.186867546;0.170671809;2.03E-13;7.04E-12;SAP30;8819
ENSG00000253276;738.2239329;1.112172105;0.159101609;2.05E-13;7.10E-12;CCDC71L;168455
ENSG00000119711;562.9815347;1.163626354;0.167635002;2.34E-13;8.09E-12;ALDH6A1;4329
ENSG00000159840;8170.676615;0.682744563;0.096527762;2.36E-13;8.13E-12;ZYX;7791
ENSG00000185215;855.0368168;-0.849819901;0.121073974;2.36E-13;8.13E-12;TNFAIP2;7127
ENSG00000136830;17998.66409;0.640670562;0.090587195;2.49E-13;8.53E-12;NIBAN2;64855
ENSG00000048707;3202.469475;0.628703043;0.088834659;2.68E-13;9.18E-12;VPS13D;55187
ENSG00000115884;411.3150413;-0.823661705;0.117237932;2.84E-13;9.70E-12;SDC1;6382
ENSG00000136960;464.3117026;-1.039233584;0.149471378;2.88E-13;9.82E-12;ENPP2;5168
ENSG00000105889;230.6201306;1.004830997;0.143905958;2.89E-13;9.85E-12;STEAP1B;256227
ENSG00000136237;98.51955609;2.545498495;0.379517721;2.96E-13;1.01E-11;RAPGEF5;9771
ENSG00000144857;1424.916031;0.730646231;0.103747009;3.04E-13;1.03E-11;BOC;91653
ENSG00000241399;676.966428;1.515213998;0.223693841;3.28E-13;1.11E-11;CD302;9936
ENSG00000172954;825.3033342;0.927857974;0.133452004;3.52E-13;1.19E-11;LCLAT1;253558
ENSG00000135842;2109.058342;-0.724241134;0.103294658;3.58E-13;1.21E-11;NIBAN1;116496
ENSG00000187758;692.7148494;1.118636268;0.162423545;3.74E-13;1.26E-11;ADH1A;124
ENSG00000075420;5790.691338;0.68130901;0.097227904;3.86E-13;1.29E-11;FNDC3B;64778
ENSG00000183688;1153.096637;0.754488744;0.108026764;3.86E-13;1.29E-11;RFLNB;359845
ENSG00000131871;806.8962114;0.667305025;0.095187315;3.89E-13;1.30E-11;SELENOS;55829
ENSG00000061273;2842.424184;0.573319831;0.081316426;4.02E-13;1.34E-11;HDAC7;51564
ENSG00000174099;3079.848197;0.713604627;0.10209978;4.13E-13;1.38E-11;MSRB3;253827
ENSG00000188706;1589.829214;0.725988877;0.104137917;4.17E-13;1.39E-11;ZDHHC9;51114
ENSG00000136295;2212.637246;-0.73381679;0.105719494;4.28E-13;1.42E-11;TTYH3;80727
ENSG00000165030;1429.948441;1.080866462;0.157594262;4.29E-13;1.42E-11;NFIL3;4783
ENSG00000164171;845.190342;-0.981450946;0.142368908;4.34E-13;1.44E-11;ITGA2;3673
ENSG00000183287;6313.411323;0.58689893;0.083446221;4.36E-13;1.44E-11;CCBE1;147372
ENSG00000087116;4464.41298;0.682991485;0.097243221;4.39E-13;1.45E-11;ADAMTS2;9509
ENSG00000166592;105.6224827;-1.441826191;0.209882157;4.46E-13;1.47E-11;RRAD;6236
ENSG00000161513;595.6834729;-0.971456043;0.141095091;4.72E-13;1.55E-11;FDXR;2232
ENSG00000170485;287.5259393;1.106716901;0.161288399;4.87E-13;1.60E-11;NPAS2;4862
ENSG00000205364;52.27067838;2.41958352;0.358196805;5.07E-13;1.66E-11;MT1M;4499
